locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKCPCKJH_00326	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EKCPCKJH_00327	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
EKCPCKJH_00328	CDS	906				hypothetical protein
EKCPCKJH_00329	CDS	363				hypothetical protein
EKCPCKJH_00330	CDS	1164	yhfX		COG3457	putative protein YhfX
EKCPCKJH_00331	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
EKCPCKJH_00332	CDS	879	php		COG1735	Phosphotriesterase homology protein
EKCPCKJH_00333	CDS	243				hypothetical protein
EKCPCKJH_00334	CDS	1305				hypothetical protein
EKCPCKJH_00335	CDS	1086	yhfS			putative protein YhfS
EKCPCKJH_00336	CDS	168				hypothetical protein
EKCPCKJH_00337	CDS	1374	cysG		COG0007	Siroheme synthase
EKCPCKJH_00338	CDS	807	nirC		COG2116	Nitrite transporter NirC
EKCPCKJH_00339	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
EKCPCKJH_00340	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
EKCPCKJH_00341	CDS	1182	tsgA		COG0477	Protein TsgA
EKCPCKJH_00342	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
EKCPCKJH_00343	CDS	168	yhfG			putative protein YhfG
EKCPCKJH_00344	CDS	603	fic_1	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
EKCPCKJH_00345	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
EKCPCKJH_00346	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
EKCPCKJH_00347	CDS	2091				hypothetical protein
EKCPCKJH_00348	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
EKCPCKJH_00349	CDS	405	yhfA		COG1765	Protein YhfA
EKCPCKJH_00350	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
EKCPCKJH_00351	CDS	219				hypothetical protein
EKCPCKJH_00352	CDS	1023				hypothetical protein
EKCPCKJH_00353	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
EKCPCKJH_00354	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
EKCPCKJH_00355	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
EKCPCKJH_00356	CDS	201				hypothetical protein
EKCPCKJH_00357	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
EKCPCKJH_00358	CDS	219	slyX		COG2900	Protein SlyX 
EKCPCKJH_00359	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
EKCPCKJH_00360	CDS	723	dauR		COG2964	Transcriptional regulator DauR
EKCPCKJH_00361	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
EKCPCKJH_00362	CDS	360	tusC		COG2923	Protein TusC
EKCPCKJH_00363	CDS	288	tusB		COG2168	Protein TusB
EKCPCKJH_00364	CDS	375	rpsL		COG0048	30S ribosomal protein S12
EKCPCKJH_00365	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EKCPCKJH_00366	CDS	2115	fusA		COG0480	Elongation factor G
EKCPCKJH_00367	CDS	1185	tuf1			Elongation factor Tu 1
EKCPCKJH_00368	CDS	2694	chiA			putative bifunctional chitinase/lysozyme
EKCPCKJH_00369	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
EKCPCKJH_00370	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
EKCPCKJH_00371	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
EKCPCKJH_00372	CDS	462	gspM			Putative type II secretion system protein M
EKCPCKJH_00373	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
EKCPCKJH_00374	CDS	984	gspK_1		COG3156	Putative type II secretion system protein K
EKCPCKJH_00375	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
EKCPCKJH_00376	CDS	378	gspI		COG2165	Putative type II secretion system protein I
EKCPCKJH_00377	CDS	510	gspH		COG2165	Putative type II secretion system protein H
EKCPCKJH_00378	CDS	438	gspG		COG2165	Putative type II secretion system protein G
EKCPCKJH_00379	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
EKCPCKJH_00380	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
EKCPCKJH_00381	CDS	1953	gspD		COG1450	Putative secretin GspD
EKCPCKJH_00382	CDS	816	gspC		COG3031	Putative type II secretion system protein C
EKCPCKJH_00383	CDS	1470	gspA_2			Putative general secretion pathway protein A
EKCPCKJH_00384	CDS	420	gspB			Putative general secretion pathway protein B
EKCPCKJH_00385	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
EKCPCKJH_00386	CDS	630	rplC		COG0087	50S ribosomal protein L3
EKCPCKJH_00387	CDS	606	rplD		COG0088	50S ribosomal protein L4
EKCPCKJH_00388	CDS	303	rplW		COG0089	50S ribosomal protein L23
EKCPCKJH_00389	CDS	822	rplB		COG0090	50S ribosomal protein L2
EKCPCKJH_00390	CDS	279	rpsS		COG0185	30S ribosomal protein S19
EKCPCKJH_00391	CDS	333	rplV		COG0091	50S ribosomal protein L22
EKCPCKJH_00392	CDS	702	rpsC		COG0092	30S ribosomal protein S3
EKCPCKJH_00393	CDS	411	rplP		COG0197	50S ribosomal protein L16
EKCPCKJH_00394	CDS	192	rpmC		COG0255	50S ribosomal protein L29
EKCPCKJH_00395	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
EKCPCKJH_00396	CDS	372	rplN		COG0093	50S ribosomal protein L14
EKCPCKJH_00397	CDS	315	rplX		COG0198	50S ribosomal protein L24
EKCPCKJH_00398	CDS	540	rplE		COG0094	50S ribosomal protein L5
EKCPCKJH_00399	CDS	306	rpsN		COG0199	30S ribosomal protein S14
EKCPCKJH_00400	CDS	393	rpsH		COG0096	30S ribosomal protein S8
EKCPCKJH_00401	CDS	534	rplF		COG0097	50S ribosomal protein L6
EKCPCKJH_00402	CDS	354	rplR		COG0256	50S ribosomal protein L18
EKCPCKJH_00403	CDS	504	rpsE		COG0098	30S ribosomal protein S5
EKCPCKJH_00404	CDS	180	rpmD		COG1841	50S ribosomal protein L30
EKCPCKJH_00405	CDS	435	rplO		COG0200	50S ribosomal protein L15
EKCPCKJH_00406	CDS	1332	secY		COG0201	Protein translocase subunit SecY
EKCPCKJH_00407	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
EKCPCKJH_00408	CDS	357	rpsM		COG0099	30S ribosomal protein S13
EKCPCKJH_00409	CDS	390	rpsK		COG0100	30S ribosomal protein S11
EKCPCKJH_00410	CDS	621	rpsD		COG0522	30S ribosomal protein S4
EKCPCKJH_00411	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
EKCPCKJH_00412	CDS	384	rplQ		COG0203	50S ribosomal protein L17
EKCPCKJH_00413	CDS	369				hypothetical protein
EKCPCKJH_00414	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
EKCPCKJH_00415	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
EKCPCKJH_00416	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
EKCPCKJH_00417	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
EKCPCKJH_00418	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
EKCPCKJH_00419	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EKCPCKJH_00420	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
EKCPCKJH_00421	CDS	1125				hypothetical protein
EKCPCKJH_00422	CDS	474	smg			Protein Smg
EKCPCKJH_00423	CDS	543	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
EKCPCKJH_00424	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EKCPCKJH_00425	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EKCPCKJH_00426	CDS	258				hypothetical protein
EKCPCKJH_00427	CDS	555	yrdA_1		COG0663	Protein YrdA
EKCPCKJH_00428	rRNA	1538				16S ribosomal RNA
EKCPCKJH_00429	tRNA	77				tRNA-Ile(gat)
EKCPCKJH_00430	tRNA	76				tRNA-Ala(tgc)
EKCPCKJH_00431	rRNA	2901				23S ribosomal RNA
EKCPCKJH_00432	rRNA	111				5S ribosomal RNA
EKCPCKJH_00433	tRNA	76				tRNA-Thr(ggt)
EKCPCKJH_00434	rRNA	111				5S ribosomal RNA
EKCPCKJH_00435	CDS	759	glnQ_1			Glutamine transport ATP-binding protein GlnQ
EKCPCKJH_00436	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
EKCPCKJH_00437	CDS	1182				hypothetical protein
EKCPCKJH_00438	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
EKCPCKJH_00439	CDS	222				hypothetical protein
EKCPCKJH_00440	CDS	291				hypothetical protein
EKCPCKJH_00441	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
EKCPCKJH_00442	CDS	1158	acrE			Multidrug export protein AcrE
EKCPCKJH_00443	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
EKCPCKJH_00444	CDS	180				hypothetical protein
EKCPCKJH_00445	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
EKCPCKJH_00446	CDS	297	fis		COG2901	DNA-binding protein Fis
EKCPCKJH_00447	CDS	861	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
EKCPCKJH_00448	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EKCPCKJH_00449	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
EKCPCKJH_00450	CDS	243	yhdT		COG3924	putative membrane protein YhdT
EKCPCKJH_00451	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
EKCPCKJH_00452	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EKCPCKJH_00453	CDS	831				hypothetical protein
EKCPCKJH_00454	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
EKCPCKJH_00455	CDS	1941	csrD			RNase E specificity factor CsrD
EKCPCKJH_00456	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
EKCPCKJH_00457	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
EKCPCKJH_00458	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
EKCPCKJH_00459	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EKCPCKJH_00460	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
EKCPCKJH_00461	CDS	3801				hypothetical protein
EKCPCKJH_00462	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
EKCPCKJH_00463	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
EKCPCKJH_00464	CDS	204	aaeX			Protein AaeX
EKCPCKJH_00465	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
EKCPCKJH_00466	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
EKCPCKJH_00467	CDS	273	yhcO		COG2732	putative protein YhcO
EKCPCKJH_00468	CDS	264	bhsA_1			Multiple stress resistance protein BhsA
EKCPCKJH_00469	CDS	471	argR		COG1438	Arginine repressor
EKCPCKJH_00470	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
EKCPCKJH_00471	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
EKCPCKJH_00472	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
EKCPCKJH_00473	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
EKCPCKJH_00474	CDS	1128	zapE		COG1485	Cell division protein ZapE
EKCPCKJH_00475	CDS	429	rplM		COG0102	50S ribosomal protein L13
EKCPCKJH_00476	CDS	393	rpsI		COG0103	30S ribosomal protein S9
EKCPCKJH_00477	CDS	639	sspA		COG0625	Stringent starvation protein A
EKCPCKJH_00478	CDS	498	sspB		COG2969	Stringent starvation protein B
EKCPCKJH_00479	CDS	1368	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
EKCPCKJH_00480	CDS	792	nanR_1		COG2186	HTH-type transcriptional repressor NanR
EKCPCKJH_00481	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
EKCPCKJH_00482	CDS	1491	nanT			Sialic acid transporter NanT
EKCPCKJH_00483	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
EKCPCKJH_00484	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
EKCPCKJH_00485	CDS	465	yhcH_2		COG2731	putative protein YhcH
EKCPCKJH_00486	CDS	306				hypothetical protein
EKCPCKJH_00487	CDS	480	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
EKCPCKJH_00488	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
EKCPCKJH_00489	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
EKCPCKJH_00490	CDS	930				hypothetical protein
EKCPCKJH_00491	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
EKCPCKJH_00492	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
EKCPCKJH_00493	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
EKCPCKJH_00494	CDS	633	yrbL			putative protein YrbL
EKCPCKJH_00495	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
EKCPCKJH_00496	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
EKCPCKJH_00497	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
EKCPCKJH_00498	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
EKCPCKJH_00499	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
EKCPCKJH_00500	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EKCPCKJH_00501	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
EKCPCKJH_00502	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
EKCPCKJH_00503	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
EKCPCKJH_00504	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
EKCPCKJH_00505	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
EKCPCKJH_00506	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
EKCPCKJH_00507	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
EKCPCKJH_00508	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
EKCPCKJH_00509	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
EKCPCKJH_00510	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
EKCPCKJH_00511	CDS	270	ibaG		COG5007	Acid stress protein IbaG
EKCPCKJH_00512	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EKCPCKJH_00513	CDS	279				hypothetical protein
EKCPCKJH_00514	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
EKCPCKJH_00515	CDS	312	rplU		COG0261	50S ribosomal protein L21
EKCPCKJH_00516	CDS	258	rpmA		COG0211	50S ribosomal protein L27
EKCPCKJH_00517	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
EKCPCKJH_00518	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
EKCPCKJH_00519	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
EKCPCKJH_00520	CDS	477	greA		COG0782	Transcription elongation factor GreA
EKCPCKJH_00521	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
EKCPCKJH_00522	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
EKCPCKJH_00523	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EKCPCKJH_00524	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
EKCPCKJH_00525	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
EKCPCKJH_00526	CDS	333	secG		COG1314	Protein-export membrane protein SecG
EKCPCKJH_00527	tRNA	87				tRNA-Leu(gag)
EKCPCKJH_00528	CDS	954				hypothetical protein
EKCPCKJH_00529	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
EKCPCKJH_00530	tRNA	77				tRNA-Met(cat)
EKCPCKJH_00531	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
EKCPCKJH_00532	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
EKCPCKJH_00533	CDS	2673	infB		COG0532	Translation initiation factor IF-2
EKCPCKJH_00534	CDS	402	rbfA		COG0858	30S ribosome-binding factor
EKCPCKJH_00535	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
EKCPCKJH_00536	CDS	270	rpsO		COG0184	30S ribosomal protein S15
EKCPCKJH_00537	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EKCPCKJH_00538	CDS	885	nlpI		COG4785	Lipoprotein NlpI
EKCPCKJH_00539	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
EKCPCKJH_00540	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
EKCPCKJH_00541	CDS	1008				hypothetical protein
EKCPCKJH_00542	CDS	879				hypothetical protein
EKCPCKJH_00543	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
EKCPCKJH_00544	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
EKCPCKJH_00545	CDS	504				hypothetical protein
EKCPCKJH_00546	CDS	303				hypothetical protein
EKCPCKJH_00547	CDS	444				hypothetical protein
EKCPCKJH_00548	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
EKCPCKJH_00549	CDS	636				hypothetical protein
EKCPCKJH_00550	CDS	1041				hypothetical protein
EKCPCKJH_00551	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
EKCPCKJH_00552	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
EKCPCKJH_00553	CDS	396				hypothetical protein
EKCPCKJH_00554	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
EKCPCKJH_00555	CDS	861	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EKCPCKJH_00556	CDS	1092	yraK			putative fimbrial-like protein YraK
EKCPCKJH_00557	CDS	2517	yraJ		COG3188	Outer membrane usher protein YraJ
EKCPCKJH_00558	CDS	696	yraI			putative fimbrial chaperone YraI
EKCPCKJH_00559	CDS	585	yraH			putative fimbrial-like protein YraH
EKCPCKJH_00560	CDS	702	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
EKCPCKJH_00561	CDS	792	manZ_1		COG3716	PTS system mannose-specific EIID component
EKCPCKJH_00562	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
EKCPCKJH_00563	CDS	477	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EKCPCKJH_00564	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
EKCPCKJH_00565	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
EKCPCKJH_00566	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
EKCPCKJH_00567	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EKCPCKJH_00568	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
EKCPCKJH_00569	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
EKCPCKJH_00570	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
EKCPCKJH_00571	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
EKCPCKJH_00572	CDS	810	srlR_1		COG1349	Glucitol operon repressor
EKCPCKJH_00573	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
EKCPCKJH_00574	CDS	336	prlF		COG2002	Antitoxin PrlF
EKCPCKJH_00575	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
EKCPCKJH_00576	CDS	1335	garP			putative galactarate transporter
EKCPCKJH_00577	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
EKCPCKJH_00578	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EKCPCKJH_00579	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
EKCPCKJH_00580	CDS	1188				hypothetical protein
EKCPCKJH_00581	CDS	540				hypothetical protein
EKCPCKJH_00582	CDS	939	tsaR_1			HTH-type transcriptional regulator TsaR
EKCPCKJH_00583	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
EKCPCKJH_00584	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
EKCPCKJH_00585	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
EKCPCKJH_00586	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
EKCPCKJH_00587	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
EKCPCKJH_00588	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
EKCPCKJH_00589	CDS	1332	dlsT		COG0814	putative serine transporter
EKCPCKJH_00590	CDS	1311				hypothetical protein
EKCPCKJH_00591	CDS	165				hypothetical protein
EKCPCKJH_00592	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
EKCPCKJH_00593	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
EKCPCKJH_00594	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
EKCPCKJH_00595	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
EKCPCKJH_00596	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
EKCPCKJH_00597	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
EKCPCKJH_00598	CDS	300				hypothetical protein
EKCPCKJH_00599	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
EKCPCKJH_00600	CDS	306	yqjD		COG4575	putative protein YqjD
EKCPCKJH_00601	CDS	369	yqjC			Protein YqjC
EKCPCKJH_00602	CDS	384	mzrA			Modulator protein MzrA
EKCPCKJH_00603	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
EKCPCKJH_00604	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
EKCPCKJH_00605	CDS	717				hypothetical protein
EKCPCKJH_00606	CDS	501	cfaB			CFA/I fimbrial subunit B
EKCPCKJH_00607	CDS	2685				hypothetical protein
EKCPCKJH_00608	CDS	1089	cfaE			CFA/I fimbrial subunit E
EKCPCKJH_00609	CDS	1299	exuT_1			Hexuronate transporter
EKCPCKJH_00610	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
EKCPCKJH_00611	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
EKCPCKJH_00612	CDS	552	ygjV			Inner membrane protein YgjV
EKCPCKJH_00613	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
EKCPCKJH_00614	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
EKCPCKJH_00615	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
EKCPCKJH_00616	CDS	684				hypothetical protein
EKCPCKJH_00617	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
EKCPCKJH_00618	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
EKCPCKJH_00619	CDS	417	higA_1		COG5499	Antitoxin HigA
EKCPCKJH_00620	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
EKCPCKJH_00621	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
EKCPCKJH_00622	CDS	1071				hypothetical protein
EKCPCKJH_00623	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
EKCPCKJH_00624	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
EKCPCKJH_00625	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
EKCPCKJH_00626	CDS	984	melR_1		COG1609	HTH-type transcriptional repressor MelR
EKCPCKJH_00627	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
EKCPCKJH_00628	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
EKCPCKJH_00629	CDS	1521	aer		COG0840	Aerotaxis receptor
EKCPCKJH_00630	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
EKCPCKJH_00631	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
EKCPCKJH_00632	tRNA	76				tRNA-Met(cat)
EKCPCKJH_00633	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
EKCPCKJH_00634	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
EKCPCKJH_00635	CDS	1746	dnaG_1	2.7.7.-	COG0358	DNA primase
EKCPCKJH_00636	CDS	216	rpsU		COG0828	30S ribosomal protein S21
EKCPCKJH_00637	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
EKCPCKJH_00638	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
EKCPCKJH_00639	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
EKCPCKJH_00640	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
EKCPCKJH_00641	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
EKCPCKJH_00642	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
EKCPCKJH_00643	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EKCPCKJH_00644	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
EKCPCKJH_00645	CDS	1239	cca		COG0617	Multifunctional CCA protein
EKCPCKJH_00646	CDS	621				hypothetical protein
EKCPCKJH_00647	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
EKCPCKJH_00648	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
EKCPCKJH_00649	CDS	1434	hldE		COG2870	Bifunctional protein HldE
EKCPCKJH_00650	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
EKCPCKJH_00651	CDS	630	yqiJ			Inner membrane protein YqiJ
